1stFlrSF,2ndFlrSF,BsmtFinSF1,GarageArea,GrLivArea,LotArea,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
1090,0.0,980,450,1090,7024,5,5,1090,2005,157000
1165,348.5240174672489,0,420,2263,12090,5,8,1141,1998,258000
969,0.0,716,440,969,10356,6,5,969,1975,122000
894,0.0,0,1248,894,18000,4,3,894,1935,81000
1028,348.5240174672489,0,360,1028,8960,6,5,1008,1927,115000
979,979.0,484,492,1958,7136,6,6,979,1946,145000
1795,0.0,0,895,1795,9986,5,8,1795,2006,147000
1940,0.0,1646,606,1940,10159,5,9,1930,2009,395192
1178,0.0,1084,439,1178,10000,6,5,1176,1973,157000
810,672.0,156,400,1482,12155,8,6,672,1925,140000
1428,0.0,0,554,1428,12274,5,7,1417,2008,227680
864,0.0,460,338,864,15523,6,5,864,1972,133500
616,495.0,236,200,1111,9084,6,5,616,1941,95000
680,790.0,310,420,1470,9765,8,6,680,1993,185000
1116,0.0,0,440,1116,10000,6,6,1116,1962,160000
864,348.5240174672489,414,288,864,7332,6,6,864,1959,120000
1297,0.0,1213,498,1297,8532,6,5,1297,1954,153000
1113,0.0,607,264,1113,9600,7,5,1113,1950,147000
1501,0.0,679,577,1501,10335,5,7,1490,1999,204000
764,783.0,24,614,1547,8640,5,7,756,2009,215200
991,956.0,222,678,1947,12552,5,7,991,2004,254900
1717,0.0,0,908,1717,11146,5,8,1709,2006,255500
1052,0.0,504,440,1052,8816,7,6,1010,1971,155000
1127,886.0,862,455,2013,9920,5,7,1117,1996,269790
1266,0.0,0,388,1266,3182,5,7,1266,2007,159895
1992,876.0,240,716,2868,16056,5,9,1992,2005,556581
980,1276.0,300,554,2256,8795,5,7,952,2000,236000
1414,0.0,24,494,1414,8773,5,7,1414,2004,185500
936,785.0,814,471,1721,8462,5,6,928,1994,201000
811,741.0,550,434,1552,11475,6,6,713,1975,179900
698,430.0,0,528,1128,7500,4,4,698,1920,68400
1118,0.0,522,358,1118,9880,6,6,1096,1977,171000
1728,0.0,936,574,1728,12640,5,6,1728,1976,150900
1686,762.0,1361,711,2448,46589,7,8,1629,1994,402000
1473,0.0,1324,452,1473,25095,8,5,1437,1968,143000
1187,530.0,902,400,1717,13758,5,7,1156,1990,187500
1166,0.0,655,400,1166,9587,5,7,856,2005,190000
1370,0.0,24,484,1370,6442,5,8,1370,2006,202500
1724,0.0,528,480,1724,17871,5,6,1680,1967,197900
970,739.0,0,380,1709,2522,5,7,970,2004,130000
483,348.5240174672489,358,264,987,1680,3,6,483,1971,89500
901,901.0,352,216,1802,7588,6,7,793,1920,200100
1170,1175.0,503,360,2345,16560,8,6,952,1932,239000
1068,0.0,663,264,1068,8414,8,6,1059,1963,154500
1617,0.0,165,533,1617,8012,5,6,1604,1993,193000
1244,0.0,777,336,1244,11988,6,6,1244,1957,150000
1180,0.0,0,252,1180,11600,5,4,700,1922,137500
520,623.0,0,480,1223,2544,5,7,600,2005,147400
1686,0.0,625,612,1686,10240,6,6,1686,1980,207500
1646,0.0,1513,800,1646,9520,5,8,1638,2007,293077
1144,0.0,594,264,1144,10000,6,5,864,1961,131400
939,858.0,0,639,1797,9245,5,7,939,2006,213500
1224,0.0,0,462,1224,9842,5,4,0,1962,101800
992,873.0,735,839,1865,10316,5,7,992,2000,235000
1056,0.0,846,308,1056,8176,6,5,1056,1958,139000
1966,1174.0,0,820,3140,13518,5,9,1926,2008,485000
1212,0.0,506,492,1212,8471,7,6,506,1977,151000
1694,0.0,1369,636,1694,10084,5,8,1686,2004,307000
802,709.0,714,413,1511,11207,5,6,802,1997,185000
1057,0.0,731,246,1057,7922,7,5,1057,1953,109000
1246,1044.0,0,560,2290,11340,6,4,777,1885,122500
1377,806.0,1002,786,2183,13837,5,7,1204,1988,229000
1699,1523.0,1470,594,3222,12376,5,7,1673,1990,320000
909,807.0,0,512,1716,8750,5,7,880,1996,191000
1342,0.0,251,457,1342,9790,5,6,1372,1967,161500
1504,0.0,16,437,1504,3182,5,7,1346,2005,191000
1053,348.5240174672489,0,648,1992,9375,5,8,1053,2003,250000
624,628.0,510,462,1252,2160,5,7,600,1999,160000
999,0.0,588,264,999,7758,7,5,999,1962,132500
741,622.0,0,528,1363,7740,7,4,622,1910,125500
1165,0.0,312,490,1165,9020,7,6,1127,1966,174900
1668,0.0,1059,702,1668,11248,5,9,1626,2002,285000
1158,1218.0,0,853,2376,14215,5,8,1158,2005,325300
889,551.0,0,352,1440,5000,4,5,540,1900,79000
794,676.0,182,388,1470,13869,6,6,794,1997,177000
1541,0.0,1201,532,1541,12182,5,7,1541,2005,220000
1440,0.0,133,0,1440,12108,4,4,1440,1955,118000
1146,0.0,786,438,1146,9590,5,7,868,2003,187500
1494,0.0,437,481,1494,9549,5,8,1494,1995,270000
1462,348.5240174672489,1170,738,2224,8834,5,9,1462,2004,350000
820,523.0,0,186,1343,7681,6,5,731,1921,154900
1210,1242.0,281,683,2452,16226,5,8,1028,1998,267000
1127,850.0,442,540,1977,9500,6,6,816,1964,165000
1064,703.0,495,504,1767,5306,7,7,1064,1987,239000
1324,348.5240174672489,863,550,1324,6240,5,8,1324,2006,254000
912,546.0,0,330,1458,17503,5,6,912,1948,97500
1314,0.0,24,440,1314,9317,5,6,1314,2006,176432
1575,0.0,430,529,1575,8012,5,6,1575,1992,179200
1620,0.0,1022,912,1620,12898,5,9,1620,2007,315500
1104,684.0,0,304,1788,11250,5,4,1104,1957,161500
913,0.0,187,240,913,8400,5,6,814,1966,129000
2073,0.0,790,500,2073,13175,6,6,1542,1978,210000
764,677.0,0,492,1441,2645,5,8,776,1999,174000
815,875.0,0,225,1690,8850,6,7,815,1916,144000
1437,0.0,988,576,1437,14175,6,5,1188,1956,168000
2156,0.0,297,508,2156,20781,7,7,1568,1968,262500
864,0.0,468,0,864,5604,6,5,864,1925,98000
536,576.0,129,336,1112,2592,3,5,536,1976,85000
1122,1121.0,700,746,2243,13474,5,7,700,1990,225000
810,518.0,0,210,1328,9906,4,4,686,1925,107000
968,0.0,0,216,968,10800,6,4,656,1927,64500
698,698.0,0,384,1396,8730,7,6,698,1915,153575
1856,0.0,1445,834,1856,11394,2,9,1856,2010,394432
1610,551.0,1288,789,2161,10562,5,8,1582,2007,325624
1602,0.0,1246,529,1602,16635,7,6,1602,1977,215000
630,672.0,0,280,1302,1680,5,5,630,1971,112000
807,702.0,457,393,1509,7861,5,6,783,2002,183200
912,0.0,737,352,912,12968,6,5,912,1962,144000
1004,348.5240174672489,399,420,1664,5000,7,6,1004,1947,159000
1390,304.0,423,576,1694,8400,5,6,1181,1925,136500
747,0.0,0,220,747,4608,6,4,747,1945,80000
1040,0.0,0,420,1040,7200,5,4,0,1950,109900
831,829.0,0,493,1660,8935,5,7,831,2002,195000
1026,665.0,218,308,1691,5000,6,5,1026,1924,127000
864,0.0,398,720,864,7200,8,5,864,1950,129000
752,0.0,623,264,752,7175,5,6,744,1984,125000
963,829.0,361,564,1792,12435,5,7,963,2001,231500
764,862.0,0,474,1626,2628,5,7,764,2003,175500
1484,0.0,428,472,1484,9037,5,8,1476,2006,265900
1675,1818.0,0,870,3493,18386,9,7,1470,1880,295000
1652,0.0,1572,840,1652,13173,5,9,1652,2006,325000
1276,0.0,0,350,1276,9571,3,5,1276,1958,60000
1112,348.5240174672489,120,271,1668,9600,8,6,856,1950,140000
720,472.0,0,0,1192,10800,4,4,720,1949,135000
884,0.0,747,504,884,9180,7,5,840,1983,144000
1180,348.5240174672489,1065,454,2062,14364,5,7,1157,1988,277000
827,0.0,0,392,827,7200,7,5,0,1955,107500
1136,883.0,0,532,2019,11414,8,7,728,1910,167500
616,688.0,0,336,1304,2665,6,5,264,1976,115000
684,684.0,0,216,1368,3600,7,6,684,1910,114504
840,765.0,0,379,1605,5790,6,3,840,1915,107400
2020,0.0,1436,900,2020,12220,5,10,2006,2009,402861
625,625.0,0,528,1250,4251,5,7,625,2006,164700
1624,0.0,1456,757,1624,12461,5,8,1624,1994,262000
845,0.0,565,360,845,7599,6,4,845,1982,129500
1389,0.0,1071,418,1389,10010,5,5,1389,1974,170000
968,0.0,0,480,968,8520,6,5,968,1923,100000
546,546.0,0,286,1092,2001,5,4,546,1970,75000
848,0.0,685,420,848,4435,5,6,848,2003,144000
1269,0.0,374,308,1269,7931,6,5,1269,1960,155000
1092,0.0,170,288,1092,11616,5,5,1092,1962,139000
1468,795.0,795,539,2263,16659,7,7,795,1977,235000
952,0.0,228,283,952,8475,7,4,952,1956,135750
736,716.0,0,0,1452,4456,5,4,736,1920,113000
1039,0.0,841,504,1039,11625,4,5,1039,1965,131500
1204,0.0,866,412,1204,4500,5,6,1204,1998,162000
1117,0.0,422,672,1117,7819,5,6,1029,1976,107000
2196,0.0,485,701,2196,14684,7,7,2158,1990,271900
985,0.0,595,328,985,8385,8,5,985,1977,149900
1629,0.0,1124,880,1629,10655,5,8,3206,2003,284000
877,600.0,0,216,1477,6292,7,7,861,1928,145000
980,0.0,560,484,980,7064,6,5,980,1977,135000
1166,1129.0,728,590,2295,13346,5,7,1095,1992,268000
900,602.0,0,180,1502,10592,7,6,602,1923,165000
1575,626.0,0,432,2201,19690,7,6,697,1966,274970
1050,1028.0,789,836,2078,10800,5,8,1034,2007,339750
800,0.0,0,0,800,6120,3,2,264,1936,60000
1578,0.0,0,840,1578,9262,5,8,1573,2008,287090
1932,0.0,1336,774,1932,12444,5,8,1932,2008,394617
1507,0.0,666,404,1507,7910,5,5,1075,1960,127000
900,0.0,450,280,900,9819,5,5,882,1967,122000
1718,348.5240174672489,1172,786,1718,12456,5,10,1700,2006,337500
1089,661.0,0,240,1750,9000,6,5,636,1880,124000
1383,1015.0,719,834,2398,11787,5,7,1379,1996,315750
774,1194.0,0,680,1968,12003,5,8,774,2009,269500
1536,0.0,810,532,1536,9135,5,7,1536,2002,214000
864,0.0,203,200,864,8212,3,3,864,1914,58500
3228,0.0,1231,546,3228,12692,5,8,3200,1992,430000
1518,631.0,1351,670,2149,12822,5,7,1434,2003,239686
1320,1320.0,0,864,2640,11700,7,7,1240,1880,265979
1682,0.0,0,530,1682,10400,6,7,1304,1970,174000
1038,1060.0,0,878,2098,10240,5,8,1030,2005,275500
864,0.0,553,360,864,8281,5,5,864,1965,62383
1168,800.0,562,530,1968,11075,4,5,784,1969,172000
1097,348.5240174672489,338,480,1097,9672,5,6,1040,1984,152000
684,512.0,0,528,1196,12354,8,6,684,1920,110000
1252,668.0,57,451,1920,13650,5,5,1052,1958,172500
1728,0.0,231,576,1728,13101,5,5,1728,1965,142600
1128,903.0,804,577,2031,9473,5,8,1128,2002,237000
1196,0.0,616,297,1196,9000,5,6,1196,1956,139000
803,0.0,116,360,803,5000,6,5,720,1941,87000
780,840.0,493,462,1620,10793,5,5,780,1969,152000
2097,0.0,1721,1134,2097,20896,5,8,2077,2005,423000
1869,0.0,0,617,1869,7820,5,9,1869,2007,318061
956,930.0,0,431,1886,11214,5,7,930,1998,199900
480,0.0,50,308,480,9000,3,2,480,1949,35311
1296,0.0,0,516,1296,10791,5,4,0,1967,90000
816,0.0,690,288,816,8877,6,4,816,1938,100000
1601,348.5240174672489,704,478,1601,11880,5,7,1271,1978,157000
962,830.0,0,451,1792,10261,5,6,936,2000,186500
1352,1168.0,1012,796,2520,14541,7,8,1338,1993,310000
1144,0.0,748,796,1144,8163,6,5,1144,1959,143000
990,1611.0,0,621,2601,9842,6,5,612,1921,189000
972,605.0,0,312,1577,6435,5,6,972,1939,140200
970,0.0,630,624,970,8480,6,5,970,1963,132500
2036,0.0,1236,513,2036,215245,5,7,2136,1965,375000
1026,348.5240174672489,439,440,1026,7930,8,6,1026,1969,156000
698,0.0,0,0,698,9405,9,5,698,1947,118000
1533,0.0,655,576,1533,70761,5,7,1533,1975,280000
854,0.0,360,660,1382,12358,6,5,720,1941,128500
1391,0.0,16,530,1391,4282,5,7,1391,2004,196000
1078,0.0,49,240,1078,9717,6,5,1078,1950,142125
1296,0.0,1005,471,1296,6853,5,8,1267,2001,220000
1442,0.0,608,301,1442,9750,6,6,1442,1958,157900
1024,940.0,0,0,1964,8525,6,5,940,1911,130000
1502,0.0,0,644,1502,9541,5,7,1502,2009,233170
1392,0.0,1040,458,1392,11900,5,6,1392,1957,166000
1768,0.0,0,0,1768,10778,5,4,1768,1968,136500
1582,0.0,812,390,1582,36500,5,5,1624,1964,190000
958,0.0,498,301,958,12772,8,6,958,1960,151500
894,0.0,777,600,894,7200,5,5,894,1972,123000
1224,0.0,883,402,1224,4500,5,6,1224,1999,165000
1742,590.0,1280,846,2332,12474,5,10,1682,2007,426000
1269,0.0,24,430,1269,3182,5,8,1256,2004,192000
1776,0.0,80,712,1776,15306,5,8,1732,2006,283463
728,728.0,0,390,1456,8461,5,6,728,2005,163990
1194,0.0,655,539,1194,8910,6,6,655,1959,159500
1008,0.0,643,240,1008,8923,7,5,1008,1953,134500
1555,0.0,16,430,1555,3182,5,7,1373,2005,192500
892,892.0,0,180,1784,13132,5,5,747,1914,138887
1108,0.0,0,280,1108,7449,7,7,637,1930,139400
754,640.0,0,400,1394,9735,5,5,384,2006,167500
980,734.0,394,496,1714,10421,5,7,980,1988,196500
882,0.0,0,294,882,8339,7,5,0,1959,106500
1306,0.0,0,0,1306,5350,2,3,728,1940,76500
626,591.0,0,288,1217,10762,6,6,626,1980,120000
990,0.0,495,299,990,8775,5,5,990,1994,126000
1132,1320.0,0,691,2452,13418,5,8,1117,2004,309000
848,0.0,685,420,848,4435,5,6,848,2003,140000
697,672.0,551,300,1369,6629,6,6,672,1925,103600
1218,0.0,27,676,1218,7862,5,6,1218,2009,208300
1423,748.0,0,672,2555,11526,7,6,588,1922,191000
1247,0.0,1039,550,1247,3316,5,8,1247,2005,197000
1542,1330.0,896,619,2872,12227,7,6,1330,1977,272000
1652,0.0,1480,482,1652,5587,5,8,1600,2008,392500
1844,0.0,705,546,1844,11751,6,6,1844,1977,190000
1113,858.0,341,689,1971,9675,5,7,1113,2005,253000
1007,793.0,0,463,1800,8123,5,6,982,2000,179000
1062,887.0,750,574,1949,9938,5,7,1050,1993,236000
630,0.0,150,0,630,1491,6,4,630,1972,75500
1494,0.0,922,530,1494,12803,5,7,1494,2002,221000
600,348.5240174672489,0,0,968,5925,6,3,600,1910,37900
1274,0.0,925,508,1274,8814,5,7,1274,2005,203000
1520,0.0,674,364,1520,9600,6,6,1156,1955,153000
1285,0.0,0,528,1285,8197,5,6,660,1977,143500
807,702.0,0,393,1509,7875,5,7,783,2003,180000
1142,793.0,0,550,1935,12384,7,7,793,1976,197900
816,0.0,816,0,816,11841,5,6,816,1990,118500
1200,0.0,833,555,1200,10083,5,7,1176,2003,184900
997,348.5240174672489,0,548,1470,8172,6,4,941,1954,135000
1656,0.0,639,528,1656,31770,5,6,1080,1960,215000
792,0.0,0,240,792,9022,8,5,768,1924,109500
1694,0.0,0,818,1694,12030,5,8,1694,2007,318000
1800,0.0,1274,765,1800,14331,5,8,1800,2002,312500
1422,915.0,0,560,2337,13600,5,5,662,1900,90000
1168,678.0,196,315,1846,10496,6,6,1040,1949,143000
1026,0.0,505,576,1026,10970,6,6,940,1978,147000
904,0.0,0,408,904,7162,7,5,876,1966,109900
1126,0.0,936,484,1126,17400,5,5,1126,1977,160000
1136,1332.0,970,872,2468,12099,5,8,1136,2004,354000
988,0.0,938,540,988,21453,5,6,938,1969,180000
1052,0.0,1016,288,1052,8400,5,5,1052,1968,138500
572,524.0,0,0,1096,9600,5,6,572,1924,79000
1141,0.0,0,484,1141,13072,5,6,1141,2005,142500
1012,778.0,247,484,1790,10400,5,6,732,1972,165150
1004,848.0,668,660,1852,9066,5,8,1004,1999,230000
520,0.0,490,0,754,6780,8,6,520,1935,84500
624,720.0,0,513,1344,4571,5,5,624,1916,98000
2207,0.0,912,576,2207,19900,5,7,1947,1970,180000
1307,1051.0,0,360,2358,45600,8,6,907,1908,240000
1175,1540.0,575,831,2715,8963,9,8,1142,1976,299800
1364,0.0,659,484,1364,7052,5,7,1364,2005,185850
1253,0.0,0,402,1253,7875,5,7,1237,1995,176000
1328,0.0,569,528,1328,9790,5,6,1328,1963,143000
1422,0.0,0,286,1422,12342,5,5,978,1960,139900
1186,800.0,454,486,1986,13600,6,7,768,1965,205000
952,0.0,0,192,952,8854,6,6,952,1916,121000
1660,0.0,1220,500,1660,10182,5,8,1660,2006,290000
2234,0.0,1904,1166,2234,17423,5,9,2216,2008,501837
790,0.0,384,160,790,6292,5,6,768,1930,91000
1340,0.0,24,396,1340,8899,5,7,1340,2007,181134
1610,0.0,1200,480,1610,10603,7,6,1610,1977,205000
1361,1259.0,498,600,2620,18890,5,5,1361,1977,190000
1248,0.0,16,438,1248,3010,5,7,1248,2005,167240
912,0.0,832,288,912,6768,8,6,912,1961,142000
943,348.5240174672489,828,472,1638,9042,5,6,943,1998,192000
1622,0.0,1159,1356,1622,32463,4,4,1249,1961,168000
1436,884.0,774,180,2320,7259,8,6,1028,1945,259500
1144,0.0,572,456,1144,7875,6,5,1144,1961,139950
848,672.0,182,281,1520,4500,5,5,793,1932,159434
1516,0.0,196,472,1516,10004,6,6,1516,1964,167000
1498,0.0,0,675,1498,8990,5,7,1498,2006,204900
804,1157.0,690,560,1961,12209,5,6,804,2001,215000
728,728.0,0,440,1456,11103,5,7,728,2006,155835
1207,1196.0,0,349,2403,24090,7,7,1032,1940,244400
1944,0.0,1274,708,1944,12378,5,9,1896,2003,360000
1368,0.0,0,474,1368,6955,5,7,1368,2005,202500
882,908.0,633,588,1790,9179,5,7,873,1999,193000
1476,1237.0,1330,858,2713,14948,5,9,1452,2008,446261
720,551.0,0,312,1271,21286,5,5,720,1948,135000
1872,348.5240174672489,929,604,1872,10400,5,7,1845,1988,241500
1190,900.0,828,577,2090,5062,5,7,1190,1984,207500
882,914.0,706,546,1796,9531,5,6,794,1998,211000
1302,0.0,0,436,1302,8993,5,7,1302,2007,176485
2524,0.0,1104,542,2524,9600,5,8,2524,1981,278000
840,534.0,315,338,1374,5400,6,4,840,1920,105000
764,862.0,567,474,1626,2268,5,7,764,2003,173000
735,299.0,0,240,1034,10134,6,5,735,1940,109000
1518,348.5240174672489,1218,588,1518,12677,5,8,1518,2003,274000
1226,592.0,224,240,1818,7758,4,7,1040,1931,169500
1661,0.0,0,598,1661,12137,5,7,1649,1998,224900
1096,895.0,297,432,1991,11275,7,6,854,1932,220000
832,650.0,624,324,1482,9000,9,7,650,1920,143000
1742,0.0,1148,564,1742,6563,5,8,1742,1985,275000
686,564.0,0,280,1250,8248,7,5,686,1918,116000
816,0.0,0,528,1176,6240,6,6,816,1934,114500
927,988.0,789,506,1915,10041,5,8,908,1992,220000
1192,403.0,388,240,1595,8400,5,6,940,1940,140000
1661,0.0,831,377,1661,9600,6,6,992,1955,165500
832,1103.0,544,552,1935,8004,5,8,832,2009,263435
1795,0.0,0,534,1795,9742,5,8,1777,2002,230000
847,1081.0,0,434,1928,8200,5,7,847,2003,219500
1159,0.0,673,336,1159,11553,5,5,1051,1968,158000
855,601.0,311,440,1456,2280,5,6,855,1978,146000
1137,817.0,341,431,1954,15660,9,7,798,1939,311500
2028,0.0,1460,880,2028,11443,5,8,1868,2005,369900
2898,0.0,1165,665,2898,15498,6,8,1565,1976,287000
814,860.0,533,663,1674,7500,5,7,814,2000,216000
974,0.0,212,0,974,10712,5,5,974,1991,93500
1091,898.0,932,586,1989,11367,5,8,1065,2002,255000
1080,1017.0,50,678,2097,11228,5,7,1080,1993,228000
1442,0.0,0,500,1442,11851,5,7,1424,1990,180500
1130,348.5240174672489,821,720,1130,10800,6,5,1120,1920,120000
1133,687.0,329,240,1820,9120,6,7,1026,1925,184000
1378,741.0,0,583,2119,10448,6,6,689,1972,158000
1264,1312.0,0,666,2576,12438,5,8,1234,2006,361919
780,240.0,0,0,1020,6342,8,5,780,1875,94000
1095,679.0,0,779,1774,9600,2,4,1095,1900,87000
904,0.0,350,0,904,10020,1,1,683,1922,61000
673,709.0,641,490,1382,2651,5,7,673,2000,165000
1518,1518.0,0,840,3608,22950,9,10,1107,1892,475000
1178,1032.0,0,205,2210,9900,4,6,1008,1880,117500
806,766.0,0,373,1572,10364,5,6,806,1995,168000
1824,0.0,1219,739,1824,115149,5,7,1643,1971,302000
1056,0.0,775,304,1056,8450,6,5,1056,1968,142000
949,272.0,392,392,1221,9738,7,5,784,1924,104900
1362,0.0,288,504,1362,10197,5,6,1362,1961,163000
848,0.0,697,420,848,4426,5,6,848,2004,141000
1434,0.0,20,527,1434,8529,5,7,1454,2001,189000
1208,348.5240174672489,664,628,1208,6762,5,7,1208,2007,195400
1096,370.0,626,566,1466,10800,8,5,796,1936,170000
1987,0.0,1314,691,1987,14303,5,8,1986,1994,301500
1325,1093.0,1173,983,2418,10542,5,7,1311,1993,341000
1314,0.0,904,626,1314,5063,5,7,1314,2007,207500
970,739.0,0,380,1709,2522,5,7,970,2004,137500
672,546.0,0,0,1218,1680,5,6,672,1971,91500
1440,1440.0,256,0,3395,10896,7,6,1440,1914,200000
1200,0.0,1200,0,1200,10800,5,5,1200,1987,179000
912,0.0,111,297,912,7535,7,5,912,1958,120000
2444,1872.0,1455,832,4316,21535,6,10,2444,1994,755000
856,854.0,706,548,1710,8450,5,7,856,2003,208500
1234,1140.0,0,656,2374,11999,5,8,1181,2003,285000
860,704.0,275,234,1564,12000,7,7,704,1941,174500
1466,0.0,176,528,1466,17755,4,5,1466,1959,149900
1383,0.0,565,292,1383,11600,5,6,1383,1960,145250
1535,0.0,0,410,1535,7018,5,5,0,1979,118964
990,0.0,716,576,990,13568,5,5,990,1995,156000
918,728.0,364,240,1646,7128,5,7,918,1941,164000
908,1020.0,0,440,1928,9142,8,6,1020,1910,137000
1040,685.0,315,550,1725,11584,6,7,539,1979,197000
2129,743.0,700,541,2872,10678,5,8,1683,1992,285000
1092,1020.0,500,576,2112,11075,5,6,952,1969,206900
757,567.0,672,240,1324,6000,6,4,672,1936,128000
520,600.0,0,480,1200,3180,5,7,600,2005,144152
672,672.0,456,468,1344,10690,7,5,672,1920,147000
840,828.0,0,500,1668,11317,5,7,840,2003,180000
1040,0.0,0,400,1040,8544,4,3,0,1950,93500
900,0.0,234,576,900,7200,7,5,900,1951,134800
1559,0.0,338,812,1559,8100,6,5,1559,1948,153500
948,0.0,492,248,948,10215,5,4,864,1954,111000
923,348.5240174672489,543,264,923,8012,5,6,923,1980,143000
1552,0.0,24,782,1552,10084,5,7,1552,2005,212900
961,348.5240174672489,216,642,1717,9550,5,7,756,1915,140000
1721,0.0,570,440,1721,10335,6,5,1461,1968,180000
483,504.0,330,264,987,1680,5,6,483,1973,100000
1200,0.0,334,521,1200,11249,5,6,1200,1995,177500
1148,568.0,292,281,1716,11409,4,5,768,1949,131000
894,0.0,553,336,894,8450,8,5,894,1965,138500
